area,bank_500,bus_stop_500,cafe_500,cinema_500,distance_to_center,distance_to_subway,floor,floors_total,government_500,hospital_500,hotel_500,leisure_500,mean_salary,median_salary,nightlife_500,office_500,point_of_interest_500,price_per_m,rooms,school_500,shop_500,subway_station_500,tram_stop_500,univercity_500,vacancy_500
109.2,2,10,6,0,8929,2100,15,17,2,1,0,0,41,38,0,2,4,128205,3,2,16,0,6,1,33
157.0,3,10,9,0,10938,4000,3,9,3,0,2,0,33,25,1,2,7,88853,3,2,8,0,0,1,7
82.0,1,5,7,0,4738,1100,10,20,1,0,2,4,39,35,0,2,2,60975,2,0,17,0,3,0,23
113.0,4,12,10,0,9475,3600,5,5,3,1,0,0,41,41,1,2,9,92920,3,0,7,0,6,3,78
63.0,1,3,0,0,3325,1600,2,2,0,0,0,0,39,34,0,0,0,38888,3,1,3,0,3,0,6
190.0,4,12,10,0,9475,1300,3,5,3,1,0,0,41,41,1,2,9,75000,3,0,7,0,6,3,78
120.0,0,5,2,0,2695,3500,24,25,0,0,0,0,36,32,0,0,1,100000,3,0,9,0,2,0,1
73.9,1,2,0,0,3186,1800,22,24,0,0,1,0,39,33,1,0,0,53991,2,0,5,0,0,0,24
117.0,1,8,6,0,10368,3500,8,9,2,0,1,0,35,25,2,1,5,105128,3,0,3,0,3,0,3
67.6,1,8,0,0,3557,2200,14,24,0,1,0,1,35,32,0,0,1,69548,2,0,0,0,4,0,7
134.0,1,7,6,0,10455,3600,8,11,2,0,1,0,35,25,2,1,6,92537,3,0,2,0,2,0,3
80.0,0,3,0,0,5331,900,18,18,0,0,0,0,31,30,0,0,0,41250,2,0,6,0,3,0,1
60.0,0,1,0,0,4271,700,5,5,0,0,1,0,31,29,1,0,0,40500,3,0,9,0,0,0,0
150.0,5,8,10,0,8356,1500,7,8,2,0,0,0,38,34,0,2,2,66666,3,1,6,0,5,0,15
110.0,0,4,1,0,5015,1200,8,22,0,0,1,0,36,32,0,0,0,106363,3,0,4,0,2,0,2
115.0,4,12,10,0,9475,3600,9,10,3,1,0,0,41,41,1,2,9,87826,3,0,7,0,6,3,78
73.9,1,2,0,0,3186,1800,16,24,0,0,1,0,39,33,1,0,0,53518,2,0,5,0,0,0,24
130.0,0,18,4,0,9983,3200,2,5,0,1,1,0,41,40,2,1,3,80769,3,0,1,0,3,0,11
64.5,2,1,1,0,1154,4800,15,24,0,0,0,0,34,30,0,0,1,55193,2,0,21,0,0,0,6
118.1,1,10,2,0,11184,4300,6,10,3,0,1,0,28,25,0,4,5,114309,3,1,6,0,0,0,3
66.6,0,23,0,0,10810,4000,14,16,0,0,0,0,40,38,0,0,0,68393,2,1,4,0,10,0,1
127.2,2,9,8,0,11010,4100,7,9,3,0,2,0,33,25,1,3,9,90408,3,2,9,0,0,1,7
120.0,4,12,10,0,9475,1500,2,3,3,1,0,0,41,41,1,2,9,87500,3,0,7,0,6,3,78
73.9,1,2,0,0,3186,1800,24,24,0,0,1,0,39,33,1,0,0,53585,2,0,5,0,0,0,24
109.2,2,10,6,0,8929,2100,15,17,2,1,0,0,41,38,0,2,4,128205,3,2,16,0,6,1,33
64.0,1,1,0,0,4884,1600,4,5,0,0,0,0,36,35,0,0,0,46093,3,0,0,0,1,0,11
115.0,4,4,14,0,9132,2200,4,22,0,0,2,0,41,40,6,1,6,103913,3,0,4,0,1,3,50
62.0,1,0,2,0,2388,4500,1,10,0,0,0,1,37,30,2,1,0,61290,2,2,29,0,0,0,9
122.0,1,11,3,0,11488,4600,4,9,0,0,1,0,28,25,0,4,5,82786,3,1,9,0,2,0,3
74.2,1,2,0,0,3186,1800,2,24,0,0,1,0,39,33,1,0,0,52021,2,0,5,0,0,0,24
117.0,1,8,6,0,10368,3500,8,9,2,0,1,0,35,25,2,1,5,105128,3,0,3,0,3,0,3
111.5,0,0,7,0,6421,700,20,25,1,1,0,0,36,30,0,2,1,165919,3,2,2,0,0,0,9
63.0,0,0,0,0,9900,12000,1,2,0,0,0,0,36,35,0,0,0,37301,3,0,0,0,0,0,0
64.3,2,9,2,0,5697,5100,20,27,0,0,0,0,42,35,0,0,1,56765,2,1,30,1,0,0,15
90.8,5,10,5,0,8169,1300,12,12,2,0,0,0,38,31,1,2,2,120044,3,0,5,0,3,0,9
73.9,1,2,0,0,3186,1800,22,24,0,0,1,0,39,33,1,0,0,53991,2,0,5,0,0,0,24
122.0,3,5,9,0,10846,4000,5,5,3,0,2,0,33,25,1,3,8,114754,3,1,9,0,0,0,6
74.2,1,2,0,0,3186,1800,5,24,0,0,1,0,39,33,1,0,0,54043,2,0,5,0,0,0,24
110.0,0,4,1,0,5015,1200,8,22,0,0,1,0,36,32,0,0,0,106363,3,0,4,0,2,0,2
107.0,5,10,5,0,8169,1300,8,18,2,0,0,0,38,31,1,2,2,116822,3,0,5,0,3,0,9
72.2,0,0,0,0,5195,8200,1,4,0,0,0,0,38,30,0,0,0,40858,3,0,0,0,0,0,0
70.0,0,4,2,0,5252,600,4,9,2,2,1,1,39,35,0,0,2,50000,2,0,6,0,0,0,18
135.9,0,2,1,0,4908,1400,13,14,0,0,1,0,36,32,0,0,0,80206,3,0,4,0,0,0,3
170.0,4,12,10,0,9475,1300,16,16,3,1,0,0,41,41,1,2,9,61764,3,0,7,0,6,3,78
73.9,1,2,0,0,3186,1800,16,24,0,0,1,0,39,33,1,0,0,53518,2,0,5,0,0,0,24
118.1,1,10,2,0,11184,4300,6,10,3,0,1,0,28,25,0,4,5,114309,3,1,6,0,0,0,3
109.0,3,16,2,0,8929,2300,5,11,0,0,0,0,38,31,1,1,5,136697,3,0,12,0,3,0,34
190.0,4,12,10,0,9475,1300,3,5,3,1,0,0,41,41,1,2,9,75000,3,0,7,0,6,3,78
150.0,0,0,6,0,6500,600,11,18,1,1,0,0,42,32,0,1,2,102666,3,1,5,0,0,0,16
53.0,1,4,0,0,2710,2800,2,5,0,0,0,0,38,32,1,0,2,58490,2,0,4,0,0,1,9
74.2,1,2,0,0,3186,1800,6,24,0,0,1,0,39,33,1,0,0,54110,2,0,5,0,0,0,24
115.0,4,4,14,0,9132,2200,4,22,0,0,2,0,41,40,6,1,6,103913,3,0,4,0,1,3,50
142.0,0,3,2,0,6957,400,4,7,1,1,1,0,38,28,2,1,3,103450,3,1,3,1,0,0,26
150.0,5,8,10,0,8356,1500,7,8,2,0,0,0,38,34,0,2,2,66666,3,1,6,0,5,0,15
150.0,5,8,10,0,8356,1500,7,7,2,0,0,0,38,34,0,2,2,66666,3,1,6,0,5,0,15
120.0,4,12,10,0,9475,1500,2,3,3,1,0,0,41,41,1,2,9,87500,3,0,7,0,6,3,78
74.2,1,2,0,0,3186,1800,3,24,0,0,1,0,39,33,1,0,0,53571,2,0,5,0,0,0,24
64.7,0,0,1,0,2781,4000,12,18,0,0,0,0,35,31,0,0,0,54095,2,1,14,0,0,0,3
90.8,5,10,5,0,8169,1300,12,12,2,0,0,0,38,31,1,2,2,120044,3,0,5,0,3,0,9
75.0,0,3,1,0,6777,1800,3,3,0,0,0,0,34,34,0,0,0,26666,3,0,1,0,3,0,3
127.0,4,9,16,0,8787,1900,2,7,0,0,2,0,41,38,0,2,2,86614,3,2,7,0,5,2,68
157.0,3,10,9,0,10938,4000,3,9,3,0,2,0,33,25,1,2,7,88853,3,2,8,0,0,1,7
73.9,1,2,0,0,3186,1800,24,24,0,0,1,0,39,33,1,0,0,53585,2,0,5,0,0,0,24
111.5,0,0,7,0,6421,700,20,25,1,1,0,0,36,30,0,2,1,165919,3,2,2,0,0,0,9
67.0,5,8,0,0,4112,200,2,5,0,2,0,0,41,37,0,2,2,44746,3,2,12,1,5,0,4
159.0,2,12,12,0,6775,500,17,22,1,0,1,1,35,30,3,10,9,72327,3,0,20,0,4,0,41
170.0,4,12,10,0,9475,1300,16,16,3,1,0,0,41,41,1,2,9,61764,3,0,7,0,6,3,78
63.5,0,7,1,0,11690,4800,1,7,0,0,0,0,25,22,0,1,5,74023,2,0,4,0,1,0,2
74.2,1,2,0,0,3186,1800,7,24,0,0,1,0,39,33,1,0,0,54582,2,0,5,0,0,0,24
120.0,0,5,2,0,2695,3500,24,25,0,0,0,0,36,32,0,0,1,100000,3,0,9,0,2,0,1
107.0,5,10,5,0,8169,1300,8,18,2,0,0,0,38,31,1,2,2,116822,3,0,5,0,3,0,9
74.2,1,2,0,0,3186,1800,2,24,0,0,1,0,39,33,1,0,0,52021,2,0,5,0,0,0,24
64.0,3,4,0,0,969,3000,4,5,0,0,0,0,41,41,1,0,0,46875,3,0,19,0,0,0,0
127.0,2,9,8,0,11010,4100,7,9,3,0,2,0,33,25,1,3,9,90551,3,2,9,0,0,1,7
68.0,0,0,1,0,4974,1400,4,16,0,0,2,0,34,30,0,0,0,58088,2,0,4,0,0,0,3
70.0,4,12,10,0,9475,1800,13,21,3,1,0,0,41,41,1,2,9,73714,2,0,7,0,6,3,78
190.0,4,12,10,0,9475,1300,3,5,3,1,0,0,41,41,1,2,9,75000,3,0,7,0,6,3,78
74.2,1,2,0,0,3186,1800,5,24,0,0,1,0,39,33,1,0,0,54043,2,0,5,0,0,0,24
109.0,3,16,2,0,8929,2300,5,11,0,0,0,0,38,31,1,1,5,136697,3,0,12,0,3,0,34
65.0,1,7,0,0,2867,2000,2,2,0,0,1,0,32,30,0,0,0,38461,3,0,5,0,1,0,1
130.0,5,10,5,0,8169,1300,3,15,2,0,0,0,38,31,1,2,2,98461,3,0,5,0,3,0,9
70.9,2,5,0,0,1540,4100,3,22,0,0,0,0,40,36,0,0,0,49365,2,0,7,0,0,0,0
150.0,5,8,10,0,8356,1500,7,8,2,0,0,0,38,34,0,2,2,66666,3,1,6,0,5,0,15
78.0,0,7,0,0,7550,1700,18,24,0,0,0,0,32,30,0,0,0,57692,2,0,4,0,3,0,1
130.0,0,18,4,0,9983,3200,2,5,0,1,1,0,41,40,2,1,3,80769,3,0,1,0,3,0,11
136.0,4,19,4,0,9014,2400,9,14,0,1,1,0,38,31,1,5,8,77205,3,0,11,0,5,0,47
55.0,0,0,0,0,4382,7700,2,2,0,0,0,0,32,30,0,0,0,60000,2,0,0,0,0,0,0
57.6,3,3,2,0,562,4100,5,5,0,0,0,1,32,30,0,0,1,38194,3,0,8,0,1,0,0
142.0,0,3,2,0,6957,400,4,7,1,1,1,0,38,28,2,1,3,103450,3,1,3,1,0,0,26
74.2,1,2,0,0,3186,1800,6,24,0,0,1,0,39,33,1,0,0,54110,2,0,5,0,0,0,24
120.0,4,12,10,0,9475,1500,2,3,3,1,0,0,41,41,1,2,9,87500,3,0,7,0,6,3,78
72.0,1,4,2,0,5256,600,2,10,0,0,0,0,39,34,0,0,0,70833,2,0,11,0,0,0,5
117.0,3,5,6,0,10826,3500,6,6,2,0,1,0,33,25,0,3,8,102564,3,0,9,0,0,0,4
109.2,2,10,6,0,8929,2100,15,17,2,1,0,0,41,38,0,2,4,128205,3,2,16,0,6,1,33
74.2,1,2,0,0,3186,1800,3,24,0,0,1,0,39,33,1,0,0,53571,2,0,5,0,0,0,24
65.0,0,9,3,0,2359,6000,2,10,0,0,0,0,33,30,0,0,3,75384,2,0,7,0,2,0,0
66.0,0,0,0,0,17191,20200,4,9,0,0,0,0,37,32,0,0,0,38636,3,0,0,0,0,0,0
127.0,4,9,16,0,8787,1900,2,7,0,0,2,0,41,38,0,2,2,86614,3,2,7,0,5,2,68
111.5,0,0,7,0,6421,700,20,25,1,1,0,0,36,30,0,2,1,165919,3,2,2,0,0,0,9
128.7,5,8,17,0,8685,3500,8,10,0,0,2,0,41,38,0,1,0,89355,3,2,7,0,4,2,65
62.0,2,4,0,0,3865,300,5,5,0,2,0,0,40,36,0,0,0,55645,2,1,10,1,1,0,3
74.2,1,2,0,0,3186,1800,7,24,0,0,1,0,39,33,1,0,0,54582,2,0,5,0,0,0,24
117.0,1,8,6,0,10368,3500,8,9,2,0,1,0,35,25,2,1,5,105128,3,0,3,0,3,0,3
159.0,2,12,12,0,6775,500,17,22,1,0,1,1,35,30,3,10,9,72327,3,0,20,0,4,0,41
48.0,0,14,5,0,6762,100,7,9,1,2,1,0,42,32,1,1,4,78125,2,1,10,2,4,0,27
57.0,3,3,0,0,2261,3600,5,9,0,0,0,0,32,30,0,1,0,48245,3,0,1,0,3,0,0
114.0,1,3,4,0,933,4600,2,10,0,0,0,1,33,30,0,0,1,106578,3,0,11,0,1,0,4
107.0,5,10,5,0,8169,1300,8,18,2,0,0,0,38,31,1,2,2,116822,3,0,5,0,3,0,9
110.0,0,4,1,0,5015,1200,8,22,0,0,1,0,36,32,0,0,0,106363,3,0,4,0,2,0,2
60.0,3,2,2,0,4410,500,5,5,0,0,0,0,34,30,0,1,3,49833,3,0,11,0,2,0,1
85.0,2,8,0,0,3673,2200,4,9,0,1,0,1,36,32,1,0,1,63529,2,0,1,0,2,0,7
71.0,1,7,0,0,6909,1100,8,22,0,0,0,0,36,32,0,0,1,45070,2,0,7,0,6,0,16
127.0,2,9,8,0,11010,4100,7,9,3,0,2,0,33,25,1,3,9,90551,3,2,9,0,0,1,7
70.0,4,12,10,0,9475,1800,13,21,3,1,0,0,41,41,1,2,9,73714,2,0,7,0,6,3,78
140.5,1,12,5,0,11240,4400,4,9,3,0,1,0,34,26,1,3,5,104626,3,2,8,0,0,1,7
109.0,3,16,2,0,8929,2300,5,11,0,0,0,0,38,31,1,1,5,136697,3,0,12,0,3,0,34
72.0,1,3,0,0,3984,1500,1,10,0,0,0,0,35,30,0,0,0,44444,2,0,7,0,3,0,1
73.0,0,0,2,0,5028,900,17,17,1,1,4,2,41,35,0,1,0,67109,2,0,11,0,0,0,4
118.1,1,10,2,0,11184,4300,6,10,3,0,1,0,28,25,0,4,5,114309,3,1,6,0,0,0,3
145.0,4,12,10,0,9475,31000,12,18,3,1,0,0,41,41,1,2,9,120689,3,0,7,0,6,3,78
130.0,5,10,5,0,8169,1300,3,15,2,0,0,0,38,31,1,2,2,98461,3,0,5,0,3,0,9
142.0,0,3,2,0,6957,400,4,7,1,1,1,0,38,28,2,1,3,103450,3,1,3,1,0,0,26
70.9,2,5,0,0,1540,4100,3,22,0,0,0,0,40,36,0,0,0,49365,2,0,7,0,0,0,0
111.0,0,0,7,0,6421,700,20,25,1,1,0,0,36,30,0,2,1,166666,3,2,2,0,0,0,9
136.0,4,19,4,0,9014,2400,9,14,0,1,1,0,38,31,1,5,8,77205,3,0,11,0,5,0,47
69.9,1,6,8,0,4488,1300,20,24,0,0,3,3,41,35,2,2,1,78683,2,1,19,0,3,0,17
49.1,0,3,0,0,4782,600,3,9,0,2,0,0,32,30,0,0,0,67209,2,2,0,0,2,0,3
115.0,4,4,14,0,9132,2200,4,22,0,0,2,0,41,40,6,1,6,103913,3,0,4,0,1,3,50
127.0,4,9,16,0,8787,1900,2,7,0,0,2,0,41,38,0,2,2,86614,3,2,7,0,5,2,68
55.0,0,0,0,0,4382,7700,2,2,0,0,0,0,32,30,0,0,0,60000,2,0,0,0,0,0,0
56.0,2,4,0,0,4975,2100,4,5,0,0,0,0,32,31,0,0,0,53571,3,0,1,0,0,0,7
117.0,3,5,6,0,10826,3500,6,6,2,0,1,0,33,25,0,3,8,102564,3,0,9,0,0,0,4
71.0,0,1,0,0,4470,500,13,26,0,1,0,0,42,35,0,0,1,52619,2,0,3,0,0,0,4
43.0,3,6,24,0,8995,1900,6,6,1,0,2,0,42,41,4,3,3,84883,2,1,5,0,3,6,60
130.0,5,10,5,0,8169,1300,6,17,2,0,0,0,38,31,1,2,2,105384,3,0,5,0,3,0,9
159.0,2,12,12,0,6775,500,17,22,1,0,1,1,35,30,3,10,9,72327,3,0,20,0,4,0,41
65.0,0,9,3,0,2359,6000,2,10,0,0,0,0,33,30,0,0,3,75384,2,0,7,0,2,0,0
90.8,5,10,5,0,8169,1300,12,12,2,0,0,0,38,31,1,2,2,120044,3,0,5,0,3,0,9
60.0,0,15,11,2,5822,1100,5,5,0,0,0,1,38,32,0,2,0,50000,3,0,17,0,6,0,14
128.7,5,8,17,0,8685,3500,8,10,0,0,2,0,41,38,0,1,0,89355,3,2,7,0,4,2,65
170.0,4,12,10,0,9475,1300,16,16,3,1,0,0,41,41,1,2,9,61764,3,0,7,0,6,3,78
48.0,0,14,5,0,6762,100,7,9,1,2,1,0,42,32,1,1,4,78125,2,1,10,2,4,0,27
54.8,2,11,0,0,3442,1300,4,6,2,0,0,0,35,32,0,0,0,64781,2,0,2,0,4,0,1
155.0,1,12,3,0,9175,2300,6,8,4,1,0,0,42,42,0,1,4,80645,3,0,5,0,4,1,115
45.9,0,10,1,0,11338,4500,3,3,0,0,0,0,34,26,0,0,3,71895,2,0,3,0,4,0,4
66.0,2,5,0,0,2422,2000,4,5,0,1,0,0,32,30,0,5,0,42424,3,1,14,0,4,0,0
127.0,2,9,8,0,11010,4100,7,9,3,0,2,0,33,25,1,3,9,90551,3,2,9,0,0,1,7
190.0,4,12,10,0,9475,1300,3,5,3,1,0,0,41,41,1,2,9,75000,3,0,7,0,6,3,78
114.0,1,3,4,0,933,4600,2,10,0,0,0,1,33,30,0,0,1,106578,3,0,11,0,1,0,4
110.0,0,4,1,0,5015,1200,11,18,0,0,1,0,36,32,0,0,0,99090,3,0,4,0,2,0,2
60.1,2,4,6,0,4555,1400,1,5,2,2,3,3,37,32,2,1,1,53244,2,2,19,0,2,0,5
56.6,0,0,0,0,11829,15100,3,5,0,0,0,0,31,30,0,0,0,48586,3,0,0,0,0,0,0
71.0,1,7,0,0,6909,1100,8,22,0,0,0,0,36,32,0,0,1,45070,2,0,7,0,6,0,16
94.0,1,9,2,0,2121,3800,15,16,0,0,1,0,40,32,0,4,2,59574,2,0,8,0,5,0,3
130.0,5,10,5,0,8169,1300,3,15,2,0,0,0,38,31,1,2,2,98461,3,0,5,0,3,0,9
150.0,5,8,10,0,8356,1500,7,8,2,0,0,0,38,34,0,2,2,66666,3,1,6,0,5,0,15
57.0,2,3,1,0,1248,3300,3,5,1,0,0,0,40,36,0,0,0,52631,3,2,13,0,0,0,0
58.1,2,18,0,0,9547,2900,4,8,0,1,0,0,40,40,0,3,3,78313,2,0,6,0,3,0,21
62.0,1,7,1,0,1486,5200,25,27,0,0,0,0,34,30,0,0,0,77419,2,0,6,0,2,0,2
72.0,1,3,0,0,3984,1500,1,10,0,0,0,0,35,30,0,0,0,44444,2,0,7,0,3,0,1
140.5,1,12,5,0,11240,4400,4,9,3,0,1,0,34,26,1,3,5,104626,3,2,8,0,0,1,7
107.0,5,10,5,0,8169,1300,7,18,2,0,0,0,38,31,1,2,2,112149,3,0,5,0,3,0,9
136.0,4,19,4,0,9014,2400,9,14,0,1,1,0,38,31,1,5,8,77205,3,0,11,0,5,0,47
120.0,4,12,10,0,9475,1500,2,3,3,1,0,0,41,41,1,2,9,87500,3,0,7,0,6,3,78
53.3,0,7,1,0,6314,400,5,5,0,0,1,0,36,32,0,0,1,54409,3,0,24,1,2,1,16
80.1,1,5,7,0,4772,1100,13,14,1,1,2,3,39,35,0,2,2,66042,2,0,15,0,3,0,20
145.0,4,12,10,0,9475,31000,12,18,3,1,0,0,41,41,1,2,9,120689,3,0,7,0,6,3,78
117.0,3,5,6,0,10826,3500,6,6,2,0,1,0,33,25,0,3,8,102564,3,0,9,0,0,0,4
55.0,0,7,8,0,6449,500,8,12,1,2,0,0,36,30,1,3,3,82909,2,2,7,1,2,0,12
49.1,0,3,0,0,4782,600,3,9,0,2,0,0,32,30,0,0,0,67209,2,2,0,0,2,0,3
145.0,0,9,0,0,9988,3300,3,9,0,2,1,0,42,41,2,2,1,72413,3,0,2,0,0,0,5
84.2,2,6,7,0,6436,600,2,2,0,1,1,0,34,30,0,0,1,32066,3,0,19,0,4,0,24
111.5,0,0,7,0,6421,700,20,25,1,1,0,0,36,30,0,2,1,165919,3,2,2,0,0,0,9
111.0,0,0,7,0,6421,700,20,25,1,1,0,0,36,30,0,2,1,166666,3,2,2,0,0,0,9
43.7,2,8,8,0,7742,900,5,5,0,0,0,0,40,32,6,4,3,80091,2,2,12,0,2,1,6
134.0,0,0,1,0,5116,1500,4,9,0,0,1,0,33,30,0,0,0,89552,3,0,2,0,0,0,3
128.7,5,8,17,0,8685,3500,8,10,0,0,2,0,41,38,0,1,0,89355,3,2,7,0,4,2,65
51.0,1,0,6,0,4861,1000,6,9,1,1,2,3,39,35,0,2,3,76470,2,0,15,0,0,0,19
107.0,5,10,5,0,8169,1300,8,18,2,0,0,0,38,31,1,2,2,116822,3,0,5,0,3,0,9
130.0,5,10,5,0,8169,1300,6,17,2,0,0,0,38,31,1,2,2,105384,3,0,5,0,3,0,9
55.0,1,5,1,0,1772,5400,3,9,0,0,0,1,35,33,0,1,0,61818,2,0,6,0,1,0,0
118.0,5,8,10,0,8356,1500,2,7,2,0,0,0,38,34,0,2,2,101610,3,1,6,0,5,0,15
109.0,3,16,2,0,8929,2300,5,11,0,0,0,0,38,31,1,1,5,136697,3,0,12,0,3,0,34
114.0,1,3,4,0,933,4600,2,10,0,0,0,1,33,30,0,0,1,106578,3,0,11,0,1,0,4
54.3,1,8,0,0,3256,400,1,2,0,2,2,0,35,30,0,2,0,43278,3,0,17,2,0,0,23
52.0,4,16,3,0,4433,800,5,5,0,0,1,0,38,32,0,5,0,63461,2,0,17,0,0,0,19
43.0,3,6,24,0,8995,1900,6,6,1,0,2,0,42,41,4,3,3,84883,2,1,5,0,3,6,60
70.0,0,0,3,0,5086,800,15,16,1,1,4,0,41,35,0,1,0,78571,2,0,15,0,0,0,3
155.0,1,12,3,0,9175,2300,6,8,4,1,0,0,42,42,0,1,4,80645,3,0,5,0,4,1,115
111.0,0,0,0,0,7084,600,20,25,1,0,0,0,41,30,3,0,3,166396,3,0,2,0,0,0,11
140.5,1,12,5,0,11240,4400,4,9,3,0,1,0,34,26,1,3,5,104626,3,2,8,0,0,1,7
66.0,2,31,14,0,10882,4000,3,3,5,0,1,0,35,25,2,2,5,31818,3,3,17,0,11,1,11
142.0,0,3,2,0,6957,400,4,7,1,1,1,0,38,28,2,1,3,103450,3,1,3,1,0,0,26
82.0,1,5,7,0,4738,1100,10,20,1,0,2,4,39,35,0,2,2,60975,2,0,17,0,3,0,23
127.0,4,9,16,0,8787,1900,2,7,0,0,2,0,41,38,0,2,2,86614,3,2,7,0,5,2,68
145.0,4,12,10,0,9475,31000,12,18,3,1,0,0,41,41,1,2,9,120689,3,0,7,0,6,3,78
110.0,0,4,1,0,5015,1200,11,18,0,0,1,0,36,32,0,0,0,99090,3,0,4,0,2,0,2
45.9,0,10,1,0,11338,4500,3,3,0,0,0,0,34,26,0,0,3,71895,2,0,3,0,4,0,4
61.0,1,1,0,0,2590,3500,2,9,0,0,0,0,33,31,0,0,0,45081,3,1,0,0,1,0,4
125.0,4,12,10,0,9475,600,3,8,3,1,0,0,41,41,1,2,9,103200,3,0,7,0,6,3,78
67.6,1,8,0,0,3557,2200,14,24,0,1,0,1,35,32,0,0,1,69548,2,0,0,0,4,0,7
159.0,2,12,12,0,6775,500,17,22,1,0,1,1,35,30,3,10,9,72327,3,0,20,0,4,0,41
111.0,0,0,7,0,6421,700,20,25,1,1,0,0,36,30,0,2,1,166666,3,2,2,0,0,0,9
107.0,5,10,5,0,8169,1300,7,18,2,0,0,0,38,31,1,2,2,112149,3,0,5,0,3,0,9
80.0,0,3,0,0,5331,900,18,18,0,0,0,0,31,30,0,0,0,41250,2,0,6,0,3,0,1
94.0,1,9,2,0,2121,3800,15,16,0,0,1,0,40,32,0,4,2,59574,2,0,8,0,5,0,3
46.0,2,16,8,0,9884,3100,1,2,2,0,2,0,41,41,3,1,3,56521,3,0,1,0,7,0,7
130.0,5,10,5,0,8169,1300,6,17,2,0,0,0,38,31,1,2,2,105384,3,0,5,0,3,0,9
145.0,0,9,0,0,9988,3300,3,9,0,2,1,0,42,41,2,2,1,72413,3,0,2,0,0,0,5
127.0,2,9,8,0,11010,4100,7,9,3,0,2,0,33,25,1,3,9,90551,3,2,9,0,0,1,7
58.1,2,18,0,0,9547,2900,4,8,0,1,0,0,40,40,0,3,3,78313,2,0,6,0,3,0,21
64.5,2,1,1,0,1154,4800,15,24,0,0,0,0,34,30,0,0,1,55193,2,0,21,0,0,0,6
54.0,3,4,0,0,3671,2200,1,5,0,0,0,0,35,30,0,1,0,53703,3,0,9,0,1,0,0
66.6,0,23,0,0,10810,4000,14,16,0,0,0,0,40,38,0,0,0,68393,2,1,4,0,10,0,1
155.0,1,12,3,0,9175,2300,6,8,4,1,0,0,42,42,0,1,4,80645,3,0,5,0,4,1,115
134.0,0,0,1,0,5116,1500,4,9,0,0,1,0,33,30,0,0,0,89552,3,0,2,0,0,0,3
130.0,5,10,5,0,8169,1300,3,15,2,0,0,0,38,31,1,2,2,98461,3,0,5,0,3,0,9
80.1,1,5,7,0,4772,1100,13,14,1,1,2,3,39,35,0,2,2,66042,2,0,15,0,3,0,20
62.0,1,0,2,0,2388,4500,1,10,0,0,0,1,37,30,2,1,0,61290,2,2,29,0,0,0,9
59.7,4,8,19,0,6643,700,3,3,2,1,2,1,35,30,3,9,8,41876,3,0,25,0,1,0,56
118.0,5,8,10,0,8356,1500,2,7,2,0,0,0,38,34,0,2,2,101610,3,1,6,0,5,0,15
110.0,0,4,1,0,5015,1200,11,18,0,0,1,0,36,32,0,0,0,99090,3,0,4,0,2,0,2
136.0,4,19,4,0,9014,2400,9,14,0,1,1,0,38,31,1,5,8,77205,3,0,11,0,5,0,47
150.0,0,0,6,0,6500,600,6,18,1,1,0,0,42,32,0,1,2,110000,3,1,5,0,0,0,16
43.7,2,8,8,0,7742,900,5,5,0,0,0,0,40,32,6,4,3,80091,2,2,12,0,2,1,6
64.3,2,9,2,0,5697,5100,20,27,0,0,0,0,42,35,0,0,1,56765,2,1,30,1,0,0,15
61.0,2,5,0,0,2175,1700,3,5,0,0,0,0,34,30,0,0,0,42590,3,1,1,0,5,0,0
73.9,1,2,0,0,3186,1800,22,24,0,0,1,0,39,33,1,0,0,53991,2,0,5,0,0,0,24
117.0,3,5,6,0,10826,3500,6,6,2,0,1,0,33,25,0,3,8,102564,3,0,9,0,0,0,4
107.0,5,10,5,0,8169,1300,7,18,2,0,0,0,38,31,1,2,2,112149,3,0,5,0,3,0,9
111.0,0,0,0,0,7084,600,20,25,1,0,0,0,41,30,3,0,3,166396,3,0,2,0,0,0,11
55.0,1,5,1,0,1772,5400,3,9,0,0,0,1,35,33,0,1,0,61818,2,0,6,0,1,0,0
128.0,0,18,4,0,9983,3200,2,6,0,1,1,0,41,40,2,1,3,82031,3,0,1,0,3,0,11
70.0,0,4,2,0,5252,600,4,9,2,2,1,1,39,35,0,0,2,50000,2,0,6,0,0,0,18
70.0,0,0,1,0,2938,3800,1,10,0,0,0,0,34,30,0,0,0,42857,3,0,6,0,0,0,1
73.9,1,2,0,0,3186,1800,16,24,0,0,1,0,39,33,1,0,0,53518,2,0,5,0,0,0,24
145.0,0,9,0,0,9988,3300,3,9,0,2,1,0,42,41,2,2,1,72413,3,0,2,0,0,0,5
125.0,4,12,10,0,9475,600,3,8,3,1,0,0,41,41,1,2,9,103200,3,0,7,0,6,3,78
128.7,5,8,17,0,8685,3500,8,10,0,0,2,0,41,38,0,1,0,89355,3,2,7,0,4,2,65
53.0,1,4,0,0,2710,2800,2,5,0,0,0,0,38,32,1,0,2,58490,2,0,4,0,0,1,9
70.0,0,0,3,0,5086,800,15,16,1,1,4,0,41,35,0,1,0,78571,2,0,15,0,0,0,3
125.0,5,16,18,0,7896,1000,13,13,0,0,0,0,38,28,0,8,2,100000,3,3,22,0,8,0,18
74.9,0,0,0,0,7413,9600,4,4,0,0,0,0,38,35,0,0,0,34045,3,0,0,0,0,0,0
